drug,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,acid,base,neutral,zwitterion,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug
chembl276832,2,0.92,2,-0.73,0.75,0,8.88,160.18,4,4,2,3,12,0,1,0,0,160.18,160.0749,0,0,63.83,0.48,0,1,1,1,0,0
amphetamine sulfate,0,1.58,1,-0.67,1.8,0,10.01,233.29,1,1,1,2,10,0,1,0,0,135.21,135.1048,0,0,26.02,0.65,1,2,1,0,0,0
amphotericin b,1,0.71,0,-2.31,-2.3,3.69,9.12,924.09,17,18,12,13,65,0,0,0,1,924.09,923.4878,3,3,319.61,0.17,0,3,1,1,1,0
histamine,2,-0.09,1,-2.85,-0.7,0,9.58,111.15,2,3,2,3,8,0,1,0,0,111.15,111.0796,0,0,54.7,0.56,1,2,0,1,0,0
miconazole,0,6.45,3,5.92,5.96,0,6.48,416.14,3,3,0,0,25,0,0,1,0,416.14,413.986,1,1,27.05,0.46,0,6,0,1,1,0
chembl92,1,3.26,2,2.92,2.92,11.9,0,807.89,14,15,5,5,58,0,0,1,0,807.89,807.3466,2,2,224.45,0.15,0,8,0,1,0,0
zileuton,0,2.73,2,1.99,2.01,8.84,0,236.3,3,4,2,3,16,0,0,1,0,236.3,236.0619,0,0,66.56,0.62,0,2,1,0,0,0
chembl94,1,1.77,1,2.17,2.23,0,6.59,275.35,4,5,1,1,20,0,0,1,0,275.35,275.1634,0,0,44.81,0.85,0,1,0,0,0,0
chembl95,2,2.7,2,1.25,2.63,0,8.95,198.27,2,2,1,2,15,0,1,0,0,198.27,198.1157,0,0,38.91,0.71,1,0,1,0,0,0
donepezil,0,4.36,2,3.04,4.21,0,8.54,379.5,4,4,0,0,28,0,1,0,0,379.5,379.2147,0,0,38.77,0.75,0,6,1,0,0,0
lovastatin,1,4.2,0,3.9,3.9,0,0,404.55,5,5,1,1,29,0,0,1,0,404.55,404.2563,0,0,72.83,0.67,0,6,1,0,0,1
dimethyl sulfoxide,2,-0.01,0,-1.41,-1.41,0,0,78.14,1,1,0,0,4,0,0,0,0,78.14,78.0139,0,0,17.07,0.4,1,0,0,1,0,0
chembl505,0,3.82,2,1.52,3.58,0,9.47,274.8,2,2,0,0,19,0,1,0,0,274.8,274.1237,0,0,16.13,0.82,0,5,1,1,0,0
chembl506,0,2.78,2,-0.96,1.64,0,10.2,259.35,4,4,2,3,19,0,1,0,0,259.35,259.1685,0,0,60.17,0.84,0,6,1,0,0,0
chembl509,2,4.74,2,2.82,6.09,3.79,0,296.15,2,3,2,2,19,1,0,0,0,296.15,295.0167,0,0,49.33,0.86,0,3,1,0,0,0
chembl511,2,2.66,2,1.66,3.04,0,8.76,285.39,4,4,0,0,21,0,1,0,0,285.39,285.1841,0,0,28.6,0.78,0,7,1,0,1,0
carmustine,2,1.16,0,1.02,1.02,13.36,0,214.05,3,5,1,1,12,0,0,1,0,214.05,213.0072,0,0,61.77,0.42,0,5,0,1,0,0
lomustine,2,2.25,0,2.16,2.16,0,0,233.7,3,5,1,1,15,0,0,1,0,233.7,233.0931,0,0,61.77,0.46,0,4,1,0,0,0
chlorambucil,2,3.38,1,1.09,3.94,4.46,1.72,304.22,2,3,1,1,19,1,0,0,0,304.22,303.0793,0,0,40.54,0.71,0,9,1,0,0,0
cyproheptadine,2,4.7,2,3.65,4.38,0,8.05,287.41,1,1,0,0,22,0,0,1,0,287.41,287.1674,0,0,3.24,0.58,0,0,1,0,0,0
chembl12856,2,1.02,2,-0.57,-0.57,11.01,4.87,187.2,3,4,2,3,14,0,0,1,0,187.2,187.0746,0,0,71.77,0.7,0,1,0,1,0,0
chembl517,0,3.36,2,0.57,3.47,0,10.42,339.48,3,4,1,2,25,0,1,0,0,339.48,339.2311,0,0,59.22,0.8,0,8,1,0,0,0
vorinostat,2,2.47,1,1.99,2,8.91,0,264.32,3,5,3,3,19,0,0,1,0,264.32,264.1474,0,0,78.43,0.38,0,8,1,0,0,0
chembl267648,2,1.61,2,-0.02,0.75,5.5,6.44,333.36,5,6,1,1,24,1,0,0,0,333.36,333.1489,0,0,65.78,0.92,0,3,0,0,0,0
chembl521,0,3.07,1,1.34,3.84,4.85,0,206.28,1,2,1,1,15,1,0,0,0,206.28,206.1307,0,0,37.3,0.82,0,4,1,1,0,0
chembl13280,2,2.55,2,2.55,2.55,0,1.72,313.29,4,6,0,0,23,0,0,1,0,313.29,313.0863,0,0,75.81,0.63,0,2,0,0,0,0
chembl13209,2,2.38,2,2.55,2.55,11.66,2.65,281.27,4,6,1,1,21,0,0,1,0,281.27,281.08,0,0,84.6,0.68,0,2,0,0,0,0
chembl524,0,1.08,1,-1.28,0.57,13.61,9.28,211.26,4,4,2,3,15,0,1,0,0,211.26,211.1208,0,0,64.71,0.78,0,4,0,1,0,0
chembl526,2,3.64,1,4.16,4.16,10.98,0,178.27,1,1,1,1,13,0,0,1,0,178.27,178.1358,0,0,20.23,0.73,0,2,0,1,0,0
piroxicam,2,1.58,2,-1.52,0.6,4.76,3.79,331.35,5,7,2,2,23,1,0,0,0,331.35,331.0627,0,0,99.6,0.87,0,2,1,0,0,0
ceftizoxime,1,-0.56,1,-3.61,-0.94,2.66,3.6,383.41,9,10,3,4,25,1,0,0,0,383.41,383.0358,0,0,147.21,0.35,0,5,0,1,0,0
chembl101,2,3.79,2,2.21,4.14,5,0,308.38,2,4,0,0,23,1,0,0,0,308.38,308.1525,0,0,40.62,0.79,0,5,1,0,0,0
chembl529,1,1.9,0,-1.23,2.44,12.43,9.57,749,14,14,5,5,52,0,1,0,0,749,748.5085,2,2,180.08,0.24,0,7,1,1,1,0
chembl530,1,1.41,0,-0.66,-0.55,3.3,7.92,325.43,4,6,1,1,22,1,0,0,0,325.43,325.146,0,0,73.21,0.48,0,3,0,1,0,0
pergolide,1,4.27,2,2.15,4.23,0,9.49,314.5,2,2,1,1,22,0,1,0,0,314.5,314.1817,0,0,19.03,0.91,0,4,1,0,0,0
erythromycin,1,1.79,0,1.57,2.6,12.45,8.38,733.94,14,14,5,5,51,0,0,1,0,733.94,733.4612,2,2,193.91,0.24,0,7,1,0,1,0
ibutilide fumarate,0,4.16,1,0.53,2.54,9.72,10.4,384.59,4,5,2,2,26,0,1,0,0,384.59,384.2447,0,0,69.64,0.47,0,14,0,1,0,0
chembl103,1,4.72,0,4.15,4.15,0,0,314.47,2,2,0,0,23,0,0,1,0,314.47,314.2246,0,0,34.14,0.7,0,1,1,1,1,0
chembl13828,2,4.13,4,3.92,4.62,12.92,8.01,426.56,4,5,1,1,32,0,0,1,0,426.56,426.242,0,0,44.27,0.48,0,7,0,0,0,0
chembl276711,2,3.12,2,2.98,2.98,11.29,0,238.29,1,3,2,2,18,0,0,1,0,238.29,238.1106,0,0,44.89,0.74,0,1,0,0,0,0
chembl274654,2,3.14,2,0.01,3.06,4.18,0,310.35,2,5,3,3,23,1,0,0,0,310.35,310.1317,0,0,82.19,0.76,0,4,0,0,0,0
chembl535,2,3.33,2,1.28,2.93,11.46,9.04,398.48,3,6,3,3,29,0,1,0,0,398.48,398.2118,0,0,77.23,0.63,0,7,1,0,0,0
chembl541,2,1.38,1,-1.48,1.63,4.08,0,122.12,1,2,1,1,9,1,0,0,0,122.12,122.0368,0,0,37.3,0.61,1,1,0,0,0,0
chembl542,2,0.97,1,-1.8,0.8,4.77,2.69,137.14,2,3,2,3,10,1,0,0,0,137.14,137.0477,0,0,63.32,0.57,0,1,0,0,0,0
chembl14053,2,1.44,0,-2,1.53,1.72,0,163.39,1,2,1,1,7,1,0,0,0,163.39,161.9042,0,0,37.3,0.55,1,0,0,0,0,0
chembl14060,2,1.39,1,1.67,1.67,10.02,0,94.11,1,1,1,1,7,0,0,1,0,94.11,94.0419,0,0,20.23,0.51,1,0,0,0,0,0
chembl544,2,1.4,1,1.51,1.51,9.94,0,124.14,2,2,1,1,9,0,0,1,0,124.14,124.0524,0,0,29.46,0.61,1,1,0,0,1,0
clotrimazole,2,5.38,4,5.82,5.84,0,6.26,344.85,2,2,0,0,25,0,0,1,0,344.85,344.108,1,1,17.82,0.45,0,4,1,0,1,0
mitomycin,1,-1.65,0,-1.05,-1.05,0,5.6,334.33,8,9,3,5,24,0,0,1,0,334.33,334.1277,0,0,146.89,0.41,0,3,0,1,1,0
chembl546,0,1.99,1,-0.06,2.17,0,9.67,265.35,4,4,2,2,19,0,1,0,0,265.35,265.1678,0,0,50.72,0.67,0,9,1,0,0,0
fluconazole,2,0.74,3,0.56,0.56,12.68,2.3,306.28,7,7,1,1,22,0,0,1,0,306.28,306.1041,0,0,81.65,0.75,0,5,1,1,0,0
isotretinoin,2,5.6,0,2.42,5.01,4.76,0,300.44,1,2,1,1,22,1,0,0,0,300.44,300.2089,1,1,37.3,0.53,0,5,1,0,0,1
iloperidone,2,4.83,3,2.6,3.22,0,7.91,426.49,6,6,0,0,31,0,0,1,0,426.49,426.1955,0,0,64.8,0.38,0,8,1,0,0,0
chembl548,1,3.25,0,0.26,3.23,4.3,0,352.47,4,5,3,3,25,1,0,0,0,352.47,352.225,0,0,94.83,0.37,0,12,0,1,1,0
chembl278020,2,1.94,1,-2.25,-2.25,0,0,223.3,2,4,0,0,16,0,0,0,0,223.3,223.1441,0,0,29.54,0.72,1,2,0,1,0,0
chembl14762,1,3.2,3,2.89,2.89,0,5.2,354.46,7,7,3,3,26,0,0,1,0,354.46,354.2168,0,0,87.89,0.58,0,8,0,0,0,0
chembl14370,0,3.19,2,2.65,3.28,0,7.91,313.4,4,4,1,1,23,0,0,1,0,313.4,313.1678,0,0,39.72,0.89,0,6,0,0,0,0
chembl428690,1,3.3,3,2.34,2.44,6.67,7.31,401.85,6,6,3,3,28,0,0,1,0,401.85,401.103,0,0,94.14,0.61,0,2,0,0,0,0
citalopram,0,3.81,2,1.41,3.76,0,9.78,324.4,3,3,0,0,24,0,1,0,0,324.4,324.1638,0,0,36.26,0.84,0,5,1,0,0,0
pilocarpine hydrchloride,1,1.16,1,0.92,0.95,0,6.37,208.26,4,4,0,0,15,0,0,1,0,208.26,208.1212,0,0,44.12,0.7,0,3,1,0,1,0
colchicine,1,2.87,2,1.46,1.46,0,0,399.44,6,7,1,1,29,0,0,1,0,399.44,399.1682,0,0,83.09,0.83,0,5,1,0,0,0
chembl14935,1,0.61,1,-1.24,-1.16,1.61,8.25,279.34,5,7,3,3,20,1,0,0,0,279.34,279.1695,0,0,103.79,0.75,0,4,0,0,0,0
chembl553,2,3.41,3,3.2,3.2,0,4.62,393.44,7,7,1,1,29,0,0,1,0,393.44,393.1689,0,0,74.73,0.42,0,10,1,0,0,0
lapatinib,2,6.14,5,4.4,4.64,0,7.26,581.07,8,8,2,2,40,0,0,1,0,581.07,580.1347,2,2,106.35,0.18,0,11,1,0,0,0
chembl15023,2,4.79,2,3.22,3.93,13.93,8.02,409.42,3,3,1,1,29,0,0,1,0,409.42,409.1665,0,0,40.54,0.55,0,6,0,0,0,0
carbamazepine,2,3.39,2,2.77,2.77,0,0,236.27,1,3,1,2,18,0,0,1,0,236.27,236.095,0,0,46.33,0.75,0,0,1,1,0,0
chembl15245,1,2.65,2,1.88,2.1,0,7.22,354.45,4,5,2,2,26,0,0,1,0,354.45,354.1943,0,0,65.56,0.77,0,1,0,0,0,0
valproic acid,2,2.29,0,0.56,2.8,5.14,0,144.21,1,2,1,1,10,1,0,0,0,144.21,144.115,0,0,37.3,0.64,0,5,1,1,0,0
chembl277100,0,2.9,3,1.06,1.06,5.41,8.76,417.39,5,6,2,2,30,0,0,0,1,417.39,417.13,0,0,74.57,0.69,0,3,0,0,0,0
benznidazole,2,1.11,2,1.32,1.32,13.68,0.2,260.25,5,7,1,1,19,0,0,1,0,260.25,260.0909,0,0,90.06,0.64,0,5,1,0,0,0
chembl556,2,0.92,0,-3.64,-3.37,7.92,10.21,560.69,9,14,6,7,39,0,1,0,0,560.69,560.3534,3,2,205.84,0.06,0,23,0,1,0,0
chembl558,0,2.03,1,0.39,2.46,0,9.52,179.26,2,2,1,2,13,0,1,0,0,179.26,179.131,0,0,35.25,0.77,1,3,1,0,0,0
chembl559,1,4.56,2,3.44,3.73,0.27,9.43,776.87,4,5,3,4,24,0,0,0,1,776.87,776.6867,1,1,92.78,0.39,0,5,1,0,0,0
chembl111,2,5.94,3,5.91,5.91,10.8,1.68,463.8,4,5,1,1,30,0,0,1,0,463.8,462.0781,1,1,50.16,0.52,0,4,0,0,0,0
chembl561,0,1.8,2,-0.42,-0.42,5.45,8.7,351.35,5,6,2,2,25,0,0,0,1,351.35,351.1394,0,0,74.57,0.88,0,3,1,0,0,0
chembl562,1,2.81,1,2.17,2.17,0,0,352.77,6,6,0,0,24,0,0,1,0,352.77,352.0714,0,0,71.06,0.83,0,3,1,0,0,0
chembl564,2,4.24,2,2.14,3.93,0,9.2,284.43,3,2,0,0,20,0,1,0,0,284.43,284.1347,0,0,6.48,0.83,0,4,1,1,0,0
chembl565,2,3.06,1,3.4,3.4,0,0,242.7,3,3,0,0,16,0,0,1,0,242.7,242.071,0,0,35.53,0.76,0,4,1,0,0,1
acetaminophen,2,1.35,1,0.9,0.91,9.46,0,151.16,2,3,2,2,11,0,0,1,0,151.16,151.0633,0,0,49.33,0.6,1,1,1,1,1,1
chembl277522,2,3.4,2,-0.02,3,4.22,0,254.28,2,3,1,1,19,1,0,0,0,254.28,254.0943,0,0,54.37,0.83,0,5,0,0,0,0
chembl113,2,-1.03,2,-0.55,-0.55,0,0,194.19,6,6,0,0,14,0,0,1,0,194.19,194.0804,0,0,61.82,0.54,0,0,1,1,1,0
perphenazine,2,3.94,2,3.14,3.69,0,7.81,403.98,5,4,1,1,27,0,0,1,0,403.98,403.1485,0,0,29.95,0.79,0,6,1,1,0,0
chembl568,0,2.45,2,2.92,2.92,10.61,0,286.72,3,4,2,2,20,0,0,1,0,286.72,286.0509,0,0,61.69,0.85,0,1,1,0,0,0
sulindac,1,4.37,2,-0.18,2.93,4.09,0,356.42,2,3,1,1,25,1,0,0,0,356.42,356.0882,0,0,54.37,0.89,0,4,1,0,0,1
chembl15677,2,4.41,2,0.96,4.32,3.55,0,297.14,2,3,1,1,19,1,0,0,0,297.14,296.0007,0,0,46.53,0.91,0,4,0,0,0,0
chembl416898,2,6.5,2,6.46,6.46,0,0,354.49,0,0,0,0,19,0,0,0,0,354.49,351.9147,1,1,0,0.54,0,2,0,0,0,0
chembl569,2,1.77,1,0.31,1.88,0,8.96,236.31,4,4,1,2,17,0,1,0,0,236.31,236.1525,0,0,55.56,0.6,0,6,0,1,0,0
chembl570,2,5.26,2,3.01,4.81,0,9.2,352.43,3,2,0,0,24,0,1,0,0,352.43,352.1221,1,1,6.48,0.74,0,4,1,1,0,0
ketoprofen,0,3.11,2,0.39,3.61,3.88,0,254.29,2,3,1,1,19,1,0,0,0,254.29,254.0943,0,0,54.37,0.85,0,4,1,0,0,0
nitrofurantoin (monohydrate/macrocrystals),2,0.07,1,-0.28,-0.22,8.23,0,238.16,6,9,1,1,17,0,0,1,0,238.16,238.0338,0,0,118.05,0.35,0,3,1,1,0,0
chembl15891,1,3.64,0,4.35,4.35,0,0,290.83,0,0,0,0,12,0,0,0,0,290.83,287.8601,0,0,0,0.6,0,0,0,0,1,0
chembl575,1,0.95,1,-2.69,0.79,2.96,0,380.42,6,8,2,2,26,1,0,0,0,380.42,380.1042,0,0,105.17,0.73,0,5,0,1,0,0
benzocaine,2,1.45,1,1.5,1.5,0,2.78,165.19,3,3,1,2,12,0,0,1,0,165.19,165.079,0,0,52.32,0.53,1,2,0,0,0,0
enalapril,1,1.6,1,-1.06,0.59,3.67,5.2,376.45,5,7,2,2,27,1,0,0,0,376.45,376.1998,0,0,95.94,0.64,0,9,1,0,0,1
lorazepam,0,3.1,2,3.53,3.53,10.61,0,321.16,3,4,2,2,21,0,0,1,0,321.16,320.0119,0,0,61.69,0.85,0,1,1,1,0,0
chembl277062,2,2.63,2,2.54,2.54,12.24,2.65,316.16,3,4,1,1,19,0,0,1,0,316.16,315.0007,0,0,54.35,0.88,0,1,0,0,0,0
chembl279816,2,2.5,0,2.18,2.18,0,0,131.39,0,0,0,0,5,0,0,0,0,131.39,129.9144,0,0,0,0.47,1,0,0,0,0,0
chembl277535,0,5.19,4,5.21,5.23,0,6.36,310.4,2,2,0,0,24,0,0,1,0,310.4,310.147,1,1,17.82,0.51,0,4,0,0,0,0
chembl583,0,2.28,2,0.08,0.08,5.68,8.77,359.4,5,6,2,2,26,0,0,0,1,359.4,359.1645,0,0,74.57,0.88,0,3,1,0,0,0
chembl114,1,3.09,3,2.05,3.16,13.61,8.47,670.86,7,11,5,6,49,0,0,1,0,670.86,670.3843,3,1,166.75,0.2,0,12,1,0,0,0
chembl115,1,2.87,3,2.72,2.81,13.01,6.76,613.8,7,9,4,4,45,0,0,1,0,613.8,613.3628,1,1,118.03,0.26,0,11,1,0,0,0
chembl584,1,4.75,2,4.09,4.72,9.32,8.18,567.8,6,7,4,4,40,0,0,1,0,567.8,567.3131,1,1,101.9,0.33,0,9,1,0,0,0
chembl116,1,2.4,2,2.43,2.43,13.61,2.39,505.64,7,9,3,4,35,0,0,1,0,505.64,505.2247,1,1,131.19,0.4,0,11,1,0,0,0
triamterene capsules,2,0.83,3,1.11,1.11,0,1.86,253.27,7,7,3,6,19,0,0,1,0,253.27,253.1076,1,0,129.62,0.59,0,1,1,0,0,0
celecoxib,2,3.51,3,4.01,4.01,10.6,0,381.38,4,5,1,2,26,0,0,1,0,381.38,381.0759,0,0,77.98,0.75,0,3,1,0,0,0
trimetrexate glucuronate,2,2.74,3,1.91,2.28,0,7.54,369.43,8,8,3,5,27,0,0,1,0,369.43,369.1801,0,0,117.54,0.61,0,6,0,1,0,0
chembl588,0,2.73,2,1.26,1.92,8.12,10.4,305.76,4,4,4,4,21,0,1,0,0,305.76,305.0819,0,0,72.72,0.61,0,1,0,1,0,0
ropinirole,2,2.85,1,0.36,3.06,12.27,10.17,260.38,2,3,1,1,19,0,1,0,0,260.38,260.1889,0,0,32.34,0.82,0,7,1,0,0,0
chembl591,0,1.51,0,1.62,1.62,12.88,0,144.6,1,1,1,1,9,0,0,1,0,144.6,144.0342,0,0,20.23,0.58,1,2,1,0,0,0
chembl17157,0,6.45,3,4.85,6.48,13.2,9.02,471.69,3,3,2,2,35,0,1,0,0,471.69,471.3137,1,1,43.7,0.4,0,8,0,0,0,1
levorphanol tartrate,1,3.08,1,0.93,2.9,10.46,9.66,257.38,2,2,1,1,19,0,1,0,0,257.38,257.178,0,0,23.47,0.77,0,0,1,1,0,0
chembl593,2,2.72,3,0.92,1.02,9.39,6.82,456.57,6,9,3,3,32,0,0,1,0,456.57,456.1944,0,0,110.43,0.53,0,6,1,0,0,0
chembl594,2,2.21,2,1.21,2.49,0,8.66,302.42,5,5,0,0,22,0,1,0,0,302.42,302.2107,0,0,33.53,0.79,0,5,0,0,1,0
pioglitazone,0,3.16,2,2.74,3.33,6.66,5.6,356.45,5,5,1,1,25,0,0,1,0,356.45,356.1195,0,0,68.29,0.83,0,7,1,0,0,0
chembl17350,1,2.8,2,1.04,2.06,9.54,8.64,327.42,4,4,3,3,24,0,1,0,0,327.42,327.1834,0,0,63.93,0.81,0,4,0,0,0,0
chembl596,2,4.14,2,2.43,3.82,0,8.77,336.48,2,3,0,0,25,0,1,0,0,336.48,336.2202,0,0,23.55,0.79,0,6,1,1,1,0
chembl121,0,2.49,2,2.21,2.45,6.84,6.23,357.44,6,6,1,1,25,0,0,1,0,357.44,357.1147,0,0,71.53,0.82,0,7,1,0,0,0
maralixibat chloride,1,6.62,3,2.69,2.7,0,5.68,710.42,6,7,1,1,48,0,0,1,0,674.97,674.3986,2,2,70.08,0.21,0,13,1,0,0,0
lofexidine hydrochloride,0,2.76,1,0.9,2.66,0,9.27,259.14,3,3,1,1,16,0,1,0,0,259.14,258.0327,0,0,33.62,0.91,1,3,1,0,0,0
chembl597,2,2.84,2,1.3,2.52,9.78,9.02,281.36,4,4,2,2,21,0,1,0,0,281.36,281.1528,0,0,47.86,0.91,0,4,0,1,0,0
plerixafor,2,0.42,1,-8.63,-0.43,0,10.23,502.8,8,8,6,6,36,0,1,0,0,502.8,502.4471,2,2,78.66,0.35,0,4,0,1,0,0
meloxicam,2,1.95,2,-1.1,1.6,4.47,0.47,351.41,6,7,2,2,23,1,0,0,0,351.41,351.0347,0,0,99.6,0.86,0,2,1,0,0,0
chembl601,2,-0.62,0,-3.37,-3.25,4.05,7.84,131.13,3,4,2,3,9,1,0,0,0,131.13,131.0582,0,0,80.39,0.53,0,4,0,0,0,0
cysteamine bitartrate,2,-0.13,0,-2.2,-0.42,9.42,10.4,77.15,2,1,2,2,4,0,1,0,0,77.15,77.0299,0,0,26.02,0.42,1,1,1,0,1,0
naltrexone,1,1.53,1,0.13,1.36,10.11,8.88,341.41,5,5,2,2,25,0,1,0,0,341.41,341.1627,0,0,70,0.85,0,2,1,1,0,0
chembl603,2,5.7,4,5.46,6.4,4.29,0,575.69,7,9,2,2,41,1,0,0,0,575.69,575.209,2,2,115.73,0.28,0,8,1,0,0,0
chembl122,2,2.56,2,2.56,2.56,13.12,0,314.36,4,4,0,0,22,0,0,1,0,314.36,314.0613,0,0,60.44,0.82,0,3,1,0,0,0
chembl19236,2,0.82,1,1.3,1.54,0,7.26,241.68,6,6,2,2,16,0,0,1,0,241.68,241.073,0,0,71.43,0.75,0,2,0,0,0,0
chembl19224,2,3.86,3,3.06,3.08,0,6.03,339.39,5,5,0,0,25,0,0,1,0,339.39,339.1471,0,0,49.81,0.68,0,6,0,0,0,0
procainamide hydrochloride,2,1.34,1,-0.7,0.95,0,9.04,271.79,3,4,2,3,17,0,1,0,0,235.33,235.1685,0,0,58.36,0.73,0,6,1,1,0,0
chembl19215,1,4.06,3,3.11,3.99,0,8.22,403.53,4,5,1,1,30,0,0,1,0,403.53,403.226,0,0,46.5,0.71,0,4,0,0,0,0
misoprostol,0,3.95,0,3.86,3.86,0,0,382.54,5,5,2,2,27,0,0,1,0,382.54,382.2719,0,0,83.83,0.29,0,13,1,0,0,1
macimorelin acetate,1,1.84,4,0.69,1.67,12.4,8.34,474.57,4,9,6,7,35,0,0,1,0,474.57,474.2379,1,1,144.9,0.15,0,10,1,0,0,0
chembl278462,1,3.34,1,3.39,3.45,0,6.62,216.33,1,2,1,1,16,0,0,1,0,216.33,216.1626,0,0,28.68,0.75,0,2,0,0,0,0
chembl607,2,2.21,1,1.63,2.46,0,8.16,247.34,3,3,0,0,18,0,0,1,0,247.34,247.1572,0,0,29.54,0.77,1,3,1,1,0,0
chembl608,2,9.91,2,10.57,10.57,10.29,0,516.86,4,2,2,2,35,0,0,1,0,516.86,516.3096,2,2,40.46,0.31,0,4,1,0,0,0
trientine hydrochloride,2,-1.92,0,-6.3,-2.15,0,9.77,146.24,4,4,4,6,10,0,1,0,0,146.24,146.1531,1,0,76.1,0.32,0,7,1,0,0,0
terazosin hydrochloride,0,1.06,2,0.95,1.18,0,7.24,387.44,8,9,1,2,28,0,0,1,0,387.44,387.1907,0,0,103.04,0.83,0,4,1,0,0,0
chembl612,1,1.58,1,-0.67,1.8,0,10.01,135.21,1,1,1,2,10,0,1,0,0,135.21,135.1048,0,0,26.02,0.65,1,2,1,0,0,0
chembl282724,2,3.96,3,2.6,3.09,6.89,0.75,454.91,8,8,1,1,29,0,0,1,0,454.91,454.006,0,0,107.73,0.56,0,6,0,0,0,0
pyrazinamide tablet,2,-0.42,1,-1.23,-1.23,13.06,0,123.11,3,4,1,2,9,0,0,1,0,123.11,123.0433,0,0,68.87,0.55,0,1,1,0,0,1
saquinavir mesylate,1,3.09,3,2.05,3.16,13.61,8.47,766.96,7,11,5,6,49,0,0,1,0,670.86,670.3843,3,1,166.75,0.2,0,12,1,0,0,0
chembl20883,0,-0.02,1,-0.06,0.02,8.08,0,200.17,4,5,1,1,14,0,0,1,0,200.17,200.0597,0,0,64.09,0.69,0,1,0,0,0,0
chembl615,1,0.7,1,-2.64,0.76,3.39,0,350.4,5,7,2,2,24,1,0,0,0,350.4,350.0936,0,0,95.94,0.76,0,5,1,0,0,0
chembl617,1,0.59,1,-3.38,0.02,3.43,0,396.45,7,8,2,2,26,1,0,0,0,396.45,396.045,0,0,113.01,0.53,0,6,0,1,0,0
miltefosine,0,5.68,0,4.27,2.25,1.88,0,407.58,4,5,0,0,27,1,0,0,0,407.58,407.3164,1,1,58.59,0.15,0,20,1,0,0,0
chembl126,1,1.12,1,0.64,0.64,0,0,337.35,5,7,1,1,24,0,0,1,0,337.35,337.1438,0,0,71.11,0.89,0,4,1,1,0,0
chembl620,0,2.7,2,-1.08,-1.08,11.05,0,352.45,3,4,1,1,26,0,0,1,0,352.45,352.1907,0,0,46.53,0.68,0,4,1,0,0,0
chembl127,1,-0.31,0,-4.36,-4.35,3.28,9.39,383.47,6,8,3,3,26,0,0,0,1,383.47,383.1515,0,0,110.18,0.56,0,5,0,1,0,0
trazodone,2,2.36,3,2.96,3.13,0,7.09,371.87,6,6,0,0,26,0,0,1,0,371.87,371.1513,0,0,45.78,0.69,0,5,1,0,0,0
etodolac,0,3.38,2,0.83,3.44,4.73,0,287.36,2,4,2,2,21,1,0,0,0,287.36,287.1521,0,0,62.32,0.91,0,4,1,0,0,0
chembl22108,0,4.15,2,1.46,3.74,0,9.7,292.43,2,2,0,0,22,0,1,0,0,292.43,292.1939,0,0,16.13,0.82,0,5,0,0,0,0
nefazodone hydrochloride,2,3.55,3,4.48,4.65,0,7.09,470.02,7,7,0,0,33,0,0,1,0,470.02,469.2245,0,0,55.53,0.45,0,10,1,0,0,0
chembl625,2,2.69,3,2.33,2.33,10.28,4.08,201.25,3,3,1,1,14,0,0,1,0,201.25,201.0361,0,0,41.57,0.66,1,1,1,0,0,0
chembl22055,2,6.52,6,6.63,6.87,9.07,7.57,667.74,8,9,2,2,48,0,0,1,0,667.74,667.2065,2,2,97.6,0.16,0,10,0,0,0,0
chembl626,2,4.99,3,3.64,5.24,0,8.99,287.41,1,1,0,0,22,0,1,0,0,287.41,287.1674,0,0,3.24,0.64,0,5,0,0,1,0
chembl277474,2,1.48,2,1.22,1.22,0,0.49,188.23,3,3,0,0,14,0,0,1,0,188.23,188.095,0,0,26.93,0.67,1,1,0,0,0,0
chembl22097,0,3.13,2,3.39,3.39,10.68,0,335.19,3,4,1,1,22,0,0,1,0,335.19,334.0276,0,0,52.9,0.87,0,1,0,0,0,0
chembl628,2,0.19,2,0.23,0.23,0,0,278.31,7,7,0,0,20,0,0,1,0,278.31,278.1379,0,0,78.89,0.73,0,5,1,0,0,0
amitriptyline hydrochloride ,2,4.17,2,2.48,4.81,0,9.76,277.41,1,1,0,0,21,0,1,0,0,277.41,277.183,0,0,3.24,0.81,0,3,1,1,0,0
sumatriptan,2,1.32,2,-1.24,0.74,11.24,9.54,295.41,3,5,2,2,20,0,1,0,0,295.41,295.1354,0,0,65.2,0.84,0,6,1,1,1,0
propafenone,0,3.24,2,1.34,3.54,0,9.63,341.45,4,4,2,2,25,0,1,0,0,341.45,341.1991,0,0,58.56,0.49,0,11,1,0,0,0
betamethasone dipropionate,1,1.9,0,1.68,1.68,12.42,0,392.47,5,5,3,3,28,0,0,1,0,392.47,392.1999,0,0,94.83,0.67,0,2,1,0,1,0
amiodarone hci,2,6.94,3,6.53,7.64,0,8.47,645.32,4,4,0,0,31,0,0,1,0,645.32,645.0237,2,2,42.68,0.17,0,11,1,1,0,0
